,sentence,triples
2349,cooper and tars are ejected from the tesseract.,"('cooper', 'ejected from', 'tesseract')"
2350,principal photography concluded in december 2013.,"('principal  photography', 'concluded in', 'december')"
2351,interstellar features three spacecraft —,"('interstellar', 'features', 'three  spacecraft')"
2352,"the film also features two robots, case and tars, as well as a dismantled third robot, kipp.","('film', 'features', 'two  robots')"
2353,it's based on mathematics.,"('it', 'based on', 'mathematics')"
2354,"the soundtrack was released on november 18, 2014.","('soundtrack', 'released on', 'november')"
2355,new deal studio's miniatures were used in 150 special effects shots.,"('new deal miniatures', 'used in', 'special effects shots')"
2356,it released for ultra hd,"('it', 'released for', 'ultra  hd')"
2357,it sold an estimated 22 million tickets domestically.,"('it', 'sold', '22 million 22 tickets')"
2358,"other strong openings occurred in germany , india , italy , australia , spain , mexico , and brazil .","('strong  openings', 'occurred in', 'germany')"
2359,interstellar and big hero 6 opened the same weekend  in the us and canada.,"('interstellar  hero', 'opened', 'weekend  us')"
2360,both were forecast to earn between $55 million and $60 million.,"('both', 'forecast', '$ 55 million')"
2361,"new york post critic lou lumenick deemed interstellar a soulful, must-see masterpiece, one of the most exhilarating film experiences so far this century.","('critic lou lumenick', 'deemed', 'exhilarating film experiences')"
2362,a movie that would rather try to be eight or nine things than just one.,"('that', 'movie', 'just  one')"
2363,malayalam film industry is the fourth biggest film industry in india.,"('malayalam film industry', 'is', 'biggest film india')"
2364,the films produced here are known for their cinematography and story-driven realistic plots.,"('films', 'known for', 'here  cinematography')"
2365,the first cinemascope film produced in malayalam was thacholi ambu .,"('first cinemascope film', 'was', 'malayalam')"
2366,the first film made in malayalam was vigathakumaran.,"('first  film', 'was', 'malayalam')"
2367,until 1947 malayalam films were made by tamil producers.,"('malayalam  films', 'made by', 'tamil producers')"
2368,"s. janaki, p susheela, b. vasantha, renuka, and jikki were the most prominent singers of the 1950s.","('s. janaki', 'were', 'prominent b. 1950s')"
2369,"thikkurusi sukumaran nair, prem nazir, sathyan, madhu, adoor bhasi, bahadur,","('', 'nair', '')"
2370,many directors sprang up in this period.,"('many  directors', 'sprang', 'period')"
2371,menon made rosy and later chemparanthi.,"('menon', 'made rosy', '')"
2372,"his important movies include kanchana sita , thampu , kummatty , chidambaram , oridathu , and vasthuhara .","('important  movies', 'include', 'kanchana sita')"
2373,this was aided by the cinematography and lighting.,"('this', 'aided by', 'cinematography')"
2374,the films had warm background music.,"('films', 'had warm', 'warm background music')"
2375,this movie won the british film institute award.,"('movie', 'won', 'british film institute award')"
2376,this was the period during which script writer m.,"('this', 'was', 'script writer m.')"
2377,the millennium started with a blockbuster hit .,"('millennium', 'started with', 'blockbuster  hit')"
2378,new wave is characterised by fresh and unusual themes and new narrative techniques.,"('new  wave', 'characterised by fresh', 'fresh  themes')"
2379,the film was critically acclaimed and was remade in four languages.,"('film', 'acclaimed', 'four  languages')"
2380,"first indigenously produced 70 mm film, while  my dear kuttichathan  was india's first 3d film.","('dear mm kuttichathan', 'produced', '70 mm film')"
2381,villain  is the first indian film to be shot entirely in 8k resolution.,"('villain', 'is', 'entirely 8k resolution')"
2382,ramu karyat went on to become a celebrated director in the 1960s and 1970s.,"('ramu karyat', 'went', 'celebrated  1960s')"
2383,"this reformation was led by the music directors brother laxmanan,","('music brother', 'led by', 'music directors')"
2384,"major playback singers of that time were kamukara purushothaman, k.","('major playback singers', 'were', 'time')"
2385,p. balasubrahmanyam sang for malayalam films.,"('p. balasubrahmanyam', 'sang for', 'malayalam  films')"
2386,the soft melodious music and high quality lyrics were the highlights of these songs.,"('high quality lyrics', 'were', 'songs')"
2387,"p. venkatesh, mohan sithara, ouseppachan, sharath, vidyadharan, raghukumar and vidyasagar were also notable in this period.","('p. venkatesh', 'were', 'also mohan period')"
2388,"the national award-winning music composers of malayalam cinema are johnson , bombay ravi , ouseppachan , ilaiyaraaja , issac thomas kottukapally , bijibal  and m. jayachandran .","('winning music composers', 'are', 'malayalam  cinema')"
2389,the awards were started in 1969.,"('awards', 'started in', '1969')"
2390,the travancore national pictures was the first film studio in kerala.,"('national  pictures', 'was', 'first film kerala')"
2391,malayalam film industry is the fourth biggest film industry in india.,"('malayalam film industry', 'is', 'biggest film india')"
2392,the films produced here are known for their cinematography and story-driven realistic plots.,"('films', 'known for', 'here  cinematography')"
2393,the first cinemascope film produced in malayalam was thacholi ambu .,"('first cinemascope film', 'was', 'malayalam')"
2394,the first film made in malayalam was vigathakumaran.,"('first  film', 'was', 'malayalam')"
2395,until 1947 malayalam films were made by tamil producers.,"('malayalam  films', 'made by', 'tamil producers')"
2396,"s. janaki, p susheela, b. vasantha, renuka, and jikki were the most prominent singers of the 1950s.","('s. janaki', 'were', 'prominent b. 1950s')"
2397,"thikkurusi sukumaran nair, prem nazir, sathyan, madhu, adoor bhasi, bahadur,","('', 'nair', '')"
2398,many directors sprang up in this period.,"('many  directors', 'sprang', 'period')"
2399,menon made rosy and later chemparanthi.,"('menon', 'made rosy', '')"
2400,"his important movies include kanchana sita , thampu , kummatty , chidambaram , oridathu , and vasthuhara .","('important  movies', 'include', 'kanchana sita')"
2401,this was aided by the cinematography and lighting.,"('this', 'aided by', 'cinematography')"
2402,the films had warm background music.,"('films', 'had warm', 'warm background music')"
2403,this movie won the british film institute award.,"('movie', 'won', 'british film institute award')"
2404,this was the period during which script writer m.,"('this', 'was', 'script writer m.')"
2405,the millennium started with a blockbuster hit .,"('millennium', 'started with', 'blockbuster  hit')"
2406,new wave is characterised by fresh and unusual themes and new narrative techniques.,"('new  wave', 'characterised by fresh', 'fresh  themes')"
2407,the film was critically acclaimed and was remade in four languages.,"('film', 'acclaimed', 'four  languages')"
2408,"first indigenously produced 70 mm film, while  my dear kuttichathan  was india's first 3d film.","('dear mm kuttichathan', 'produced', '70 mm film')"
2409,villain  is the first indian film to be shot entirely in 8k resolution.,"('villain', 'is', 'entirely 8k resolution')"
2410,ramu karyat went on to become a celebrated director in the 1960s and 1970s.,"('ramu karyat', 'went', 'celebrated  1960s')"
2411,"this reformation was led by the music directors brother laxmanan,","('music brother', 'led by', 'music directors')"
2412,"major playback singers of that time were kamukara purushothaman, k.","('major playback singers', 'were', 'time')"
2413,p. balasubrahmanyam sang for malayalam films.,"('p. balasubrahmanyam', 'sang for', 'malayalam  films')"
2414,the soft melodious music and high quality lyrics were the highlights of these songs.,"('high quality lyrics', 'were', 'songs')"
2415,"p. venkatesh, mohan sithara, ouseppachan, sharath, vidyadharan, raghukumar and vidyasagar were also notable in this period.","('p. venkatesh', 'were', 'also mohan period')"
2416,"the national award-winning music composers of malayalam cinema are johnson , bombay ravi , ouseppachan , ilaiyaraaja , issac thomas kottukapally , bijibal  and m. jayachandran .","('winning music composers', 'are', 'malayalam  cinema')"
2417,the awards were started in 1969.,"('awards', 'started in', '1969')"
2418,the travancore national pictures was the first film studio in kerala.,"('national  pictures', 'was', 'first film kerala')"
2419,tamil cinema is the filmmaking industry of tamil-language motion pictures.,"('tamil cinema', 'is', 'filmmaking language motion pictures')"
2420,"klug, but this lasted only for a few months.","('klug  this', 'lasted', 'few  months')"
2421,the theatre was shut down after a few years.,"('theatre', 'shut', 'few  years')"
2422,the lyric theatre was also built in the mount road area.,"('lyric theatre', 'built in', 'also mount road area')"
2423,silent films were also screened as an additional attraction.,"('silent  films', 'screened as', 'additional  attraction')"
2424,"soon, he tied up with path, a well-known pioneering film-producing company, and imported projectors.","('soon  he', 'tied', 'path')"
2425,these tent events were the true precursors of the cinema shows.,"('tent events', 'were', 'true cinema shows')"
2426,the era of short films had ended.,"('era', 'ended', 'short  films')"
2427,more cinema houses came up in the city.,"('cinema  houses', 'came', 'city')"
2428,"unfortunately, the silent era of south indian cinema has not been documented well.","('silent  era', 'documented', 'indian  cinema')"
2429,company dramas were popular among the madras audience.,"('company dramas', 'were popular', 'madras audience')"
